;file;font;fonteS;text
93;monHTML.html;Calibri;9.0;OUYGUES
94;monHTML.html;Calibri;11.0;TP
95;monHTML.html;Calibri;11.0;(T
96;monHTML.html;Calibri;9.0;UNNELIERS
97;monHTML.html;Calibri;11.0;)
98;monHTML.html;Calibri;11.0;2
99;monHTML.html;Calibri;9.0;ANS
100;monHTML.html;Calibri-Bold;11.0;C
101;monHTML.html;Calibri-Bold;9.0;ONSEIL
102;monHTML.html;Calibri-Bold;11.0;E
103;monHTML.html;Calibri-Bold;9.0;N
104;monHTML.html;Calibri-Bold;11.0;D
105;monHTML.html;Calibri-Bold;9.0;ATA
106;monHTML.html;Calibri-Bold;11.0;E
107;monHTML.html;Calibri-Bold;9.0;NGINEERING
108;monHTML.html;Calibri;11.0;-
109;monHTML.html;Calibri;11.0;S
110;monHTML.html;Calibri;9.0;MALL BUSINESS
111;monHTML.html;Calibri;11.0;F
112;monHTML.html;Calibri;9.0;RANCE
113;monHTML.html;Calibri;11.0;,
114;monHTML.html;Calibri;11.0;T
115;monHTML.html;Calibri;9.0;ADAWEB
116;monHTML.html;Calibri;11.0;,
117;monHTML.html;Calibri;11.0;T
118;monHTML.html;Calibri;9.0;ECH
119;monHTML.html;Calibri;11.0;2M
120;monHTML.html;Calibri;9.0;ARKET
121;monHTML.html;Calibri;11.0;,
122;monHTML.html;Calibri;11.0;B
123;monHTML.html;Calibri;9.0;INARY
124;monHTML.html;Calibri;11.0;C
125;monHTML.html;Calibri;9.0;ONCEPT
126;monHTML.html;Calibri;11.0;,
127;monHTML.html;Calibri;11.0;I
128;monHTML.html;Calibri;9.0;NSTITUT
129;monHTML.html;Calibri;11.0;S
130;monHTML.html;Calibri;9.0;UPERIEUR DU
131;monHTML.html;Calibri;11.0;T
132;monHTML.html;Calibri;9.0;RAVAIL
133;monHTML.html;Calibri;11.0;,
134;monHTML.html;Calibri;11.0;V
135;monHTML.html;Calibri;9.0;ALUE
136;monHTML.html;Calibri;11.0;R
137;monHTML.html;Calibri;9.0;ETAIL
138;monHTML.html;Calibri;11.0;,
139;monHTML.html;Calibri;11.0;V
140;monHTML.html;Calibri;9.0;EGETALID
141;monHTML.html;Calibri;11.0;,
142;monHTML.html;Calibri;11.0;...
143;monHTML.html;Calibri;11.0;3
144;monHTML.html;Calibri;9.0;ANS
145;monHTML.html;Calibri-Bold;11.0;C
146;monHTML.html;Calibri-Bold;9.0;ONSEIL
147;monHTML.html;Calibri-Bold;11.0;R&D
148;monHTML.html;Calibri-Bold;11.0;/
149;monHTML.html;Calibri-Bold;11.0;AMOA
150;monHTML.html;Calibri-Bold;11.0;/
151;monHTML.html;Calibri-Bold;11.0;M
152;monHTML.html;Calibri-Bold;9.0;ETHODOLOGIE
153;monHTML.html;Calibri;11.0;–
154;monHTML.html;Calibri;11.0;C
155;monHTML.html;Calibri;9.0;OFACE SERVICE
156;monHTML.html;Calibri;11.0;,
157;monHTML.html;Calibri;11.0;F
158;monHTML.html;Calibri;9.0;RANCE
159;monHTML.html;Calibri;11.0;T
160;monHTML.html;Calibri;9.0;ELECOM
161;monHTML.html;Calibri;11.0;R&D,
162;monHTML.html;Calibri;11.0;O
163;monHTML.html;Calibri;9.0;RANGE
164;monHTML.html;Calibri;11.0;L
165;monHTML.html;Calibri;9.0;AB
166;monHTML.html;Calibri;11.0;4
167;monHTML.html;Calibri;9.0;ANS
168;monHTML.html;Calibri-Bold;11.0;I
169;monHTML.html;Calibri-Bold;9.0;NGENIEUR
170;monHTML.html;Calibri-Bold;11.0;I
171;monHTML.html;Calibri-Bold;9.0;NFORMATIQUE
172;monHTML.html;Calibri-Bold;11.0;R&D
173;monHTML.html;Calibri-Bold;9.0;PUIS CHEF DE PROJET
174;monHTML.html;Calibri;11.0;-
175;monHTML.html;Calibri;11.0;TNI
176;monHTML.html;Calibri;11.0;S
177;monHTML.html;Calibri;9.0;OFTWARE
178;monHTML.html;Calibri;11.0;(G
179;monHTML.html;Calibri;9.0;ROUPE
180;monHTML.html;Calibri;11.0;D
181;monHTML.html;Calibri;9.0;ASSAULT
182;monHTML.html;Calibri;11.0;)
183;monHTML.html;Calibri;11.0;:
184;monHTML.html;Calibri;11.0;CNES,
185;monHTML.html;Calibri;11.0;P
186;monHTML.html;Calibri;9.0;ROJET EUROPEEN
187;monHTML.html;Calibri;11.0;SACRES
188;monHTML.html;Calibri;11.0;(SIEMENS,
189;monHTML.html;Calibri;11.0;OFFIS,
190;monHTML.html;Calibri;11.0;WEIZMAN
191;monHTML.html;Calibri;11.0;INSTITUTE,
192;monHTML.html;Calibri;11.0;SNECMA,
193;monHTML.html;Calibri;11.0;BAE,
194;monHTML.html;Calibri;11.0;INRIA,
195;monHTML.html;Calibri;11.0;ILOGIX,
196;monHTML.html;Calibri;11.0;TNI),
197;monHTML.html;Calibri;11.0;F
198;monHTML.html;Calibri;9.0;RANCE
199;monHTML.html;Calibri;11.0;T
200;monHTML.html;Calibri;9.0;ELECOM
201;monHTML.html;Calibri;11.0;,
202;monHTML.html;Calibri;11.0;SRTP,
203;monHTML.html;Calibri;11.0;T
204;monHTML.html;Calibri;9.0;HOMSON
205;monHTML.html;Calibri;11.0;8
206;monHTML.html;Calibri;9.0;ANS
207;monHTML.html;Calibri;9.0;Courriel :
208;monHTML.html;Calibri-Bold;9.0;xavier.mehaut@gmail.com
209;monHTML.html;Calibri;9.0;Mobile :
210;monHTML.html;Calibri-Bold;9.0;0 777 966 333
211;monHTML.html;Calibri;9.0;Page
212;monHTML.html;Calibri-Bold;9.0;1
213;monHTML.html;Calibri;9.0;sur
214;monHTML.html;Calibri-Bold;9.0;5
215;monHTML.html;Calibri-Bold;9.0;2014
216;monHTML.html;Calibri-Bold;9.0;1990
217;monHTML.html;Calibri-Bold;9.0;1989
218;monHTML.html;Calibri-Bold;9.0;1989
219;monHTML.html;Calibri;9.0;Indentification des technologies émergentes par rapport aux axes stratégiques retenus
220;monHTML.html;CourierNewPSMT;9.0;o
221;monHTML.html;Calibri;9.0;Vulgarisation de ces technologies à l’intention des métiers et de Bus
222;monHTML.html;Calibri;9.0;sous forme d’intranet
223;monHTML.html;Calibri;9.0;Présentation et échanges avec les métiers/Bus par rapport à leur besoins métiers
224;monHTML.html;Calibri-Bold;9.0;2019
225;monHTML.html;Calibri-Bold;9.0;Définition roadmap technologique
226;monHTML.html;Calibri-BoldItalic;9.0;Total RC
227;monHTML.html;Calibri;9.0;Position paper
228;monHTML.html;CourierNewPSMT;9.0;o
229;monHTML.html;Calibri;9.0;Captation des axes
230;monHTML.html;Calibri;9.0;stratégiques de l’entreprise
231;monHTML.html;CourierNewPSMT;9.0;o
232;monHTML.html;Calibri;9.0;Définition de la problématique de feuille de route technologique
233;monHTML.html;CourierNewPSMT;9.0;o
234;monHTML.html;Calibri;9.0;Définition des
235;monHTML.html;Calibri-Italic;9.0;stakeholders
236;monHTML.html;Calibri;9.0;et de la méthodologie
237;monHTML.html;Calibri;9.0;Définition et mise en place de la phase d’amorçage
238;monHTML.html;CourierNewPSMT;9.0;o
239;monHTML.html;CourierNewPSMT;9.0;o
240;monHTML.html;CourierNewPSMT;9.0;o
241;monHTML.html;CourierNewPSMT;9.0;o
242;monHTML.html;CourierNewPSMT;9.0;o
243;monHTML.html;Calibri;9.0;Synthèse
244;monHTML.html;Calibri;9.0;Formalisation de la roadmap finale
245;monHTML.html;Calibri-Bold;9.0;2019
246;monHTML.html;Calibri-Bold;9.0;Accompagnement Département Data
247;monHTML.html;Calibri-BoldItalic;9.0;Covea
248;monHTML.html;Calibri;9.0;Coaching :
249;monHTML.html;Calibri;9.0;Panorama technologies BigData appliquées à l’analytique
250;monHTML.html;Calibri;9.0;Support à la définition de la roadmap technologique
251;monHTML.html;Calibri;9.0;Formation :
252;monHTML.html;CourierNewPSMT;9.0;o
253;monHTML.html;Calibri;9.0;Introduction à Spark
254;monHTML.html;Calibri-Bold;9.0;2018-
255;monHTML.html;Calibri-BoldItalic;9.0;2019
256;monHTML.html;Calibri;9.0;Conseil :
257;monHTML.html;Calibri-Bold;9.0;Mise en place de la Plateforme BigData Analytique Commerce
258;monHTML.html;Calibri-BoldItalic;9.0;EDF
259;monHTML.html;CourierNewPSMT;9.0;o
260;monHTML.html;Calibri;9.0;Méthodes et outils pour appliquer les méthodes devops au déploiement et à l’administration fonctionnelle de la
261;monHTML.html;CourierNewPSMT;9.0;o
262;monHTML.html;Calibri;9.0;Méthodes et outils à l’attention des DataOps pour le déplo
263;monHTML.html;Calibri;9.0;iement applicatif de modèles de machine / deeplearning en
264;monHTML.html;Calibri;9.0;plateforme
265;monHTML.html;Calibri;9.0;environnement BigData
266;monHTML.html;CourierNewPSMT;9.0;o
267;monHTML.html;Calibri;9.0;Support, accompagnement , formations aux équipes opérationnelles et aux datascientists
268;monHTML.html;Calibri;9.0;Mise en œuvre de la plateforme BigData analytique (Hortonworks, edges nodes, GPU, R, Python, Docker, Oracle, Spark, Hive, …)
269;monHTML.html;Calibri;9.0;dans un contexte pluri-interlocuteurs avec une équipe non rompue aux problématiques de déploiement
270;monHTML.html;Calibri-Bold;9.0;2018
271;monHTML.html;Calibri-Bold;9.0;Conseil en architecture BigData et Analytique
272;monHTML.html;Calibri-BoldItalic;9.0;Galec (Leclerc), Région Occitanie, Mobidata
273;monHTML.html;Calibri;9.0;Analyse et définition d’une architecture d’entrepôt de données en environnement BigData  on
274;monHTML.html;Calibri;9.0;-premise et cloud (Azure) ainsi que
275;monHTML.html;Calibri;9.0;les API de services REST d’accès aux données du datamart
276;monHTML.html;Calibri;9.0;Proposition d’une archite
277;monHTML.html;Calibri;9.0;"cture analytique dans  AWS permettant le passage incrémental de SAS vers une plateforme analytique 
BigData accédée en R"
278;monHTML.html;Calibri;9.0;Définition de l’architecture technique de la plateforme OpenData de la région Occitanie
279;monHTML.html;Calibri;9.0;Référent technique BigData et Analytics chez A
280;monHTML.html;Calibri;9.0;iD, écriture d’articles, veille technologique
281;monHTML.html;Calibri-Bold;9.0;2016 - 2017
282;monHTML.html;Calibri-Bold;9.0;Conseil et accompagnement Big Data
283;monHTML.html;Calibri-BoldItalic;9.0;BNP Paribas, autres confidentiels
284;monHTML.html;Calibri;9.0;Veille et incubation BigData au sein de la Data Factory
285;monHTML.html;Calibri;9.0;"sur le SQL on Hadoop, l’ingestion de données, patterns d’architectures 
BigData, Dataiku, …"
286;monHTML.html;Calibri;8.0;Participation aux comités d’architecture BigData
287;monHTML.html;Calibri;9.0;Mise en place infrastructure devops pour le déploiement automatique de clusters BigData (Hadoop, kafka, cassandra
288;monHTML.html;Calibri;9.0;, …)
289;monHTML.html;Calibri;9.0;Développement de l’automatisation des clusters BigData via ansible, shell et python
290;monHTML.html;Calibri;9.0;Contribution à la mise en place d’une méthodologie logicielle agile en environnement de production BigData
291;monHTML.html;Calibri;9.0;Coaching technologique métiers et équipe d’industrialisat
292;monHTML.html;Calibri;9.0;ion des infrastructures BigData
293;monHTML.html;Calibri;9.0;CV détaillé
294;monHTML.html;Calibri;9.0;Page
295;monHTML.html;Calibri-Bold;9.0;2
296;monHTML.html;Calibri;9.0;sur
297;monHTML.html;Calibri-Bold;9.0;5
298;monHTML.html;Calibri;9.0;Captation besoins BigData chez les métiers
299;monHTML.html;Calibri;9.0;Product Owner sur projets de déploiement Kafka et Cassandra
300;monHTML.html;Calibri;9.0;Formations (ansible, scrum, spark)
301;monHTML.html;Calibri;9.0;Maïeutique, aide à la formalisation d’une plateforme BigData orientée IOT
302;monHTML.html;Calibri;9.0;Conduite de changement
303;monHTML.html;Calibri-Bold;9.0;2014 - 2016
304;monHTML.html;Calibri-Bold;9.0;Projets multiples - Conseil en data intelligence
305;monHTML.html;Calibri-BoldItalic;9.0;"Small business France, Tadaweb, Tech2Market, Binary Concept, Institut Supérieur du Travail, ValueRetail, 
Vegetalid, ..."
306;monHTML.html;Calibri;9.0;Etude de marché en intelligence économique Asie du sud - est
307;monHTML.html;Calibri;9.0;Product Manager de transition (ETL en mode SAAS d’intelligence économique)
308;monHTML.html;Calibri;9.0;Etude de l’état de l’art du Natural Language Processing et expertise sur dossier
309;monHTML.html;Calibri;9.0;Etude migration données PeopleSoft vers Oracle Fusion
310;monHTML.html;Calibri;9.0;Mise en place d’une méthodologie de développement logiciel de type Agile orienté build (Scrum, Git, BitBucket, Jira, Jenkins)
311;monHTML.html;Calibri;9.0;Appli web d’enquête en ligne et traitement statistique des données
312;monHTML.html;Calibri;9.0;Application d’an
313;monHTML.html;Calibri;9.0;onymisation de base de données SQL en Python/Pandas
314;monHTML.html;Calibri;9.0;Application SaaS de migration des données SuccessFactors vers ADP avec Spark/Scala
315;monHTML.html;Calibri;9.0;Réalisation prototype WEB fonctionnel d’application de supervision d’irrigation de toitures végétalisées
316;monHTML.html;Calibri;9.0;connectées
317;monHTML.html;Calibri;9.0;Spécification, et réalisation d’une application Web de gestion de flux de trésorerie (Reactjs, typescript, play.io, semanticU
318;monHTML.html;Calibri;9.0;I)
319;monHTML.html;Calibri-Bold;9.0;2013 - 2014
320;monHTML.html;Calibri-Bold;9.0;MBA ISC Paris
321;monHTML.html;Calibri-BoldItalic;9.0;HSBC, SmallBusiness France, Ad-Access, Crédit Agricole, ST Micro-électronique, confidentiels
322;monHTML.html;Calibri;9.0;Missions opérationnelles en intelligence économique et stratégie d’entreprise
323;monHTML.html;Calibri;9.0;Portails de veille sur le BigData, et le machine learning
324;monHTML.html;Calibri;9.0;Conférence sur le BigData et l’intelligence économique à l’école militaire
325;monHTML.html;Calibri;9.0;Animation d’une table ronde InfoExpo
326;monHTML.html;Calibri;9.0;sur Big Data : apports du web sémantique et de la visualisation
327;monHTML.html;Calibri;9.0;Spécification, et réalisation d’une application Web de gestion de flux de trésorerie (Reactjs, typescript, play.io, semanticU
328;monHTML.html;Calibri;9.0;I)
329;monHTML.html;Calibri-Bold;9.0;2012 - 2013
330;monHTML.html;Calibri-Bold;9.0;Conseil en innovation digitale
331;monHTML.html;Calibri-BoldItalic;9.0;D-Tektom, Diazol
332;monHTML.html;Calibri;9.0;Spécification et architecture produit industriel logiciel, définition et développement de la maquette fonctionnelle
333;monHTML.html;Calibri;9.0;Aide au choix d'architecture logicielle et développement d’un POC (REST, Typescript, Scala, MongoDB, AKKA, Spray.io, NodeJS,
334;monHTML.html;Calibri;9.0;backbone, bootstrap, jquery, angularjs)
335;monHTML.html;Calibri-Bold;9.0;2012
336;monHTML.html;Calibri-Bold;9.0;Management de transition
337;monHTML.html;Calibri-BoldItalic;9.0;Trescal (métrologie)
338;monHTML.html;Calibri;9.0;Finaliser côté maîtrise d’oeuvre la V1 d’un projet stratégique de gestion de parc d’instruments de mesures en mode SAAS
339;monHTML.html;Calibri;9.0;Management en mode agile (SCRUM) d’une équipe multi
340;monHTML.html;Calibri;9.0;-sites France (Vendôme, Lyon, Toulouse) et Hollande (Rotterdam)
341;monHTML.html;Calibri;9.0;Finalisation du code, pré-prod et tests unitaires, inté
342;monHTML.html;Calibri;9.0;gration et de charge, optimisation performances, refactoring, …
343;monHTML.html;Calibri;9.0;Projet en langue anglaise
344;monHTML.html;Calibri;9.0;Mise en place du support de formation
345;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : DotNet, SQLServer, Load testing, TFS, SCRUM, javascript, typescript, HTML5, Virtualisation
346;monHTML.html;Calibri-Bold;9.0;2008 - 2012
347;monHTML.html;Calibri-Bold;9.0;Directeur de technologie (CTO)
348;monHTML.html;Calibri-BoldItalic;9.0;Storvision (Constructeur video-protection)
349;monHTML.html;Calibri;9.0;Mise en place du pôle R&D, développement de nouveaux produits, accompagnement au développement du SI interne, mise en place
350;monHTML.html;Calibri;9.0;du pôle tests et validation
351;monHTML.html;Calibri;9.0;Management d’une équipe de 7 personnes et référent technique de la société
352;monHTML.html;Calibri;9.0;Conception et développement solution de stockage vidéo réseau (enregistreurs numériques de vidéo-protection-Quadraid)
353;monHTML.html;Calibri;9.0;Réalisation de prototypes et démonstrateurs techniques
354;monHTML.html;Calibri;9.0;CV détaillé
355;monHTML.html;Calibri;9.0;Page
356;monHTML.html;Calibri-Bold;9.0;3
357;monHTML.html;Calibri;9.0;sur
358;monHTML.html;Calibri-Bold;9.0;5
359;monHTML.html;Calibri;9.0;Environnement(s) technique(s) :Scrum, OpenUp, Linux, Windows, Java, Javascript, GWT, REST, PostgrSQL, NoSQL, JavaFX,
360;monHTML.html;Calibri;9.0;ActionScript, Golang, C, C++, Git, Subversion, Hudson, Compilation Java/binaire, Php, MySQL, …
361;monHTML.html;Calibri-Bold;9.0;2005 - 2008
362;monHTML.html;Calibri-Bold;9.0;Conseil R&D / AMOA / Méthodologie
363;monHTML.html;Calibri-BoldItalic;9.0;Coface, France Telecom R&D, Orange Lab
364;monHTML.html;Calibri;9.0;Coordinateur et assistant à maîtrise d'ouvrage sur un projet de cotation des entreprises
365;monHTML.html;Calibri;9.0;"Pilotage et réalisation d'un proxy expérimental multi protocoles de traitement des flux web à la volée (HTTP, DNS, SMTP, ICAP, OCP, 
TCP IP) / Spécification et validation d'une plate-forme générique de développement de composants web et desktop ainsi que 
d'assurer un conseil en organisation et support méthodologique"
366;monHTML.html;Calibri;9.0;Publication d’articles dans diverses revues ou sites internet
367;monHTML.html;Calibri;9.0;Coordination et animation centre de compétence génie logiciel (méthodes et langages objets)
368;monHTML.html;Calibri;9.0;Auditeur interne pour la certification ISO9001/2000 de la société
369;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : Java, Protocoles réseaux, prototypage, GWT, UML, BI,ISO 9001/2000,
370;monHTML.html;Calibri;9.0;…
371;monHTML.html;Calibri-Bold;9.0;2003 - 2005
372;monHTML.html;Calibri-Bold;9.0;Directeur de la Technologie / Cofondateur
373;monHTML.html;Calibri-BoldItalic;9.0;Correlane Technologies, Diazol, Caritat, TNI, CNRS/INRIA de Nantes, Voyageurs du Monde
374;monHTML.html;Calibri;9.0;Co-création
375;monHTML.html;Calibri;9.0;d’entreprise : conception et réalisation d’un système de cartographie (SIG) temps
376;monHTML.html;Calibri;9.0;"-réel se basant sur des GPS haute 
précision DGPS et RTK."
377;monHTML.html;Calibri;9.0;Définition, spécification, réalisation prototype produit Landscape
378;monHTML.html;Calibri;9.0;"Activité de conseil en parallèle : Amélioration la bibliothèque de composants graphiques utilisés par l'application Artefact ;"
379;monHTML.html;Calibri;9.0;"conception et développement d’un traducteur Smalltalk vers Java et C# ; conception et mise en place d'un site WEB ; conseil e"
380;monHTML.html;Calibri;9.0;"n 
gestion de configuration du projet Eclipse ATL (projet de méta modélisation et de tissage de modèles) ; étude et réalisation d'un outil 
WEB de génération des grilles de tarifs aériens"
381;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : Java, Geotools, Eclipse, Smalltalk, C#, ASPX, Javascript, HTML, Subversion,
382;monHTML.html;Calibri-Bold;9.0;2001 - 2003
383;monHTML.html;Calibri-Bold;9.0;Responsable normes, méthodes et outils logiciels
384;monHTML.html;Calibri-BoldItalic;9.0;Apri (Assurance), CAC Systèmes (EADS)
385;monHTML.html;Calibri;9.0;Coordination d'équipes de développeurs / assistance à la modélisation et validation des modèles produits
386;monHTML.html;Calibri;9.0;Mise en place d’un référentiel qualité et procédures de dével
387;monHTML.html;Calibri;9.0;oppement / politique de gestion de configuration et documentaire ainsi
388;monHTML.html;Calibri;9.0;que des outils de production automatisée du code
389;monHTML.html;Calibri;9.0;Formation des équipes aux procédures, normes et outils
390;monHTML.html;Calibri;9.0;Mise en place d'outils de développement MDA / outil de PLM / BI / intranet de travail collaboratif
391;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : Delphi, outils de gestion de configuration, générateurs de code, Aspx, UML C, JSP, Hood, DO178B
392;monHTML.html;Calibri-Bold;9.0;1998 - 2001
393;monHTML.html;Calibri-Bold;9.0;Consultant éditeur logiciel
394;monHTML.html;Calibri-BoldItalic;9.0;Alstom, EADS, IPSN, Dassault, Sextant Avionique
395;monHTML.html;Calibri;9.0;Missions de consulting en technologies objet et certification logiciel embarqué
396;monHTML.html;Calibri;9.0;"Définition des tests unitaires et de validation ; mise en place d'une approche MDA (Model Driven Architecture) ; conception mixte 
SARTObjet ; implémentation, tests d'une implémentation de la norme ERTMS pour la gestion de trafic ferroviaire."
397;monHTML.html;Calibri;9.0;"Extension du noyau temps réel ADA pour effectuer du monitoring ; Spécification, conception, développement et test d'un outil"
398;monHTML.html;Calibri;9.0;"permettant la récupération et le rechargement de la mémoire de la machine cible au cours de la phase de test ; audit de code en vue 
de certification"
399;monHTML.html;Calibri;9.0;Réalisation d'une maquette logicielle afin de démontrer la compatibilité avec les exigences de certification nucléaire d’un
400;monHTML.html;Calibri;9.0;développement basé sur une méthodologie objet.
401;monHTML.html;Calibri;9.0;"Refonte de l'interface utilisateur d'un mirage nouvelle génération : consulting dans le but de migrer une application en Ada-83 vers 
Ada85 suivant le paradigme objet ; audit du code existant ; supervision de la mise en oeuvre"
402;monHTML.html;Calibri;9.0;"Conception et réalisation de formations : concevoir avec UML ; modéliser avec SART ; tests et validation ; test orienté objet ; le 
langage Java ; la gestion de configuration logicielle"
403;monHTML.html;Calibri;9.0;Publication et présentation d'articles en anglais ainsi qu’en français en France et à l'étranger
404;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : Java, Ada, DO178B, PSS05, Mil-
405;monHTML.html;Calibri;9.0;std 50128, UML, SART, Test objet, RTK, …
406;monHTML.html;Calibri;9.0;*
